brongemeente;SLA-sector;concentratie (µg/m³);relatieve bijdrage (%);doelgemeente;scenario;stof;datum export;applicatie versie;data versie
Waadhoeke;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Asten;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Assen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Arnhem;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Landgraaf;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ooststellingwerf;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tytsjerksteradiel;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Simpelveld;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Horst aan de Maas;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gulpen-Wittem;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Staphorst;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hulst;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Middelburg;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Duiven;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Kerkrade;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nederweert;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heumen;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oss;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Halderberge;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nunspeet;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bernheze;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Alblasserdam;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Duiven;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hoorn;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heerlen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roermond;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Urk;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eemsdelta;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Kampen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wierden;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Boekel;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oldebroek;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zutphen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Horst aan de Maas;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Valkenburg aan de Geul;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Harlingen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Voerendaal;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dongen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Groningen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rheden;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Maasgouw;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hengelo;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Brunssum;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vaals;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Deurne;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Landgraaf;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Huizen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Den Helder;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nederweert;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gulpen-Wittem;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Asten;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Echt-Susteren;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Midden-Delfland;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heerde;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hattem;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hilvarenbeek;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hendrik-Ido-Ambacht;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Helmond;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tynaarlo;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Boekel;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dantumadiel;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oldebroek;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Someren;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nederweert;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meerssen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Lochem;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zaltbommel;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Venlo;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zevenaar;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nijmegen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlaardingen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Geldrop-Mierlo;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Peel en Maas;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hoogeveen;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heeze-Leende;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Súdwest-Fryslân;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
De Wolden;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roerdalen;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Stein;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Harlingen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Putten;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Pekela;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veere;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beesel;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Staphorst;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nuenen, Gerwen en Nederwetten;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Landsmeer;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roerdalen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zandvoort;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rheden;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oirschot;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leudal;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Goes;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Alphen-Chaam;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Borne;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Maasdriel;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Terschelling;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Druten;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opmeer;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bunnik;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bladel;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rozendaal;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beek;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Almelo;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oldambt;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roermond;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Renkum;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Boekel;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Doesburg;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dantumadiel;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hoeksche Waard;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Laarbeek;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gennep;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beekdaelen;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eijsden-Margraten;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tubbergen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Twenterand;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veendam;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Papendrecht;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Midden-Groningen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Sluis;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tynaarlo;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heerlen;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opsterland;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Doesburg;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Doetinchem;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eijsden-Margraten;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Helmond;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Mook en Middelaar;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ommen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Deurne;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Brunssum;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Tynaarlo;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zwartewaterland;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hilvarenbeek;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eijsden-Margraten;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Barendrecht;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalre;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Stede Broec;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Gulpen-Wittem;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergen (L.);HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Haaksbergen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Zutphen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Terschelling;Consumenten;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Leeuwarden;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Opsterland;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Waalre;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Katwijk;Scheepvaart & visserij;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wierden;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eemnes;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veldhoven;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Losser;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Heumen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Olst-Wijhe;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Schagen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ooststellingwerf;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Eijsden-Margraten;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Mook en Middelaar;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlaardingen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Dalfsen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Berg en Dal;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlieland;Consumenten sfeerverwarming;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Elburg;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meerssen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Rheden;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Borne;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Roermond;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meerssen;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergeijk;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Renkum;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Twenterand;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Blaricum;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Veenendaal;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hengelo;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beekdaelen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Best;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meerssen;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ameland;Scheepvaart & visserij;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hof van Twente;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Ermelo;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Voorne aan Zee;Scheepvaart & visserij;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Hengelo;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Urk;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Texel;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Wormerland;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beek;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Meerssen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Brummen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Etten-Leur;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Simpelveld;Wegverkeer;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Brummen;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlissingen;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Oldenzaal;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Bergen op Zoom;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Son en Breugel;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Het Hogeland;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Vlieland;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Valkenburg aan de Geul;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Maasgouw;Mobiele werktuigen;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Texel;Industrie & energie;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beekdaelen;Mobiele werktuigen bouw (SEB);0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Nieuwegein;Landbouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Den Helder;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Maassluis;Luchtvaart & rail;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Etten-Leur;Binnenvaart & recreatievaart;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
Beesel;HDO & Bouw;0;0;Haarlemmermeer;concentratie 2024;PFS10;2026-06-02;'3.1.12';20260520_1440
